match_api_id,H_odd_min,H_odd_max,H_odd_mean,H_odd_std,D_odd_min,D_odd_max,D_odd_mean,D_odd_std,A_odd_min,A_odd_max,A_odd_mean,A_odd_std
1224221,2.5,2.8,2.608333333333334,2.5,3.1,3.4,3.266666666666666,3.1,2.3,2.62,2.5116666666666667,2.3
1224222,2.65,3.0,2.8666666666666667,2.65,3.1,3.5,3.2916666666666665,3.1,2.2,2.4,2.296666666666667,2.2
1224007,1.36,1.4,1.3733333333333333,1.36,4.0,4.8,4.401666666666666,4.0,6.5,9.0,7.625,6.5
1224008,1.25,1.29,1.2583333333333333,1.25,4.5,6.0,5.25,4.5,9.0,11.5,9.833333333333334,9.0
1224009,4.0,4.5,4.183333333333333,4.0,3.5,3.75,3.5750000000000006,3.5,1.65,1.88,1.7933333333333332,1.65
1224010,1.9,2.0,1.9616666666666667,1.9,3.25,3.5,3.358333333333333,3.25,3.2,3.9,3.5916666666666663,3.2
1224011,2.5,2.65,2.5500000000000003,2.5,3.2,3.5,3.3083333333333336,3.2,2.4,2.62,2.5366666666666666,2.4
1224012,1.91,2.0,1.9383333333333332,1.91,3.3,3.5,3.4,3.3,3.2,3.75,3.5916666666666663,3.2
1224013,3.2,3.6,3.4166666666666665,3.2,3.25,3.6,3.366666666666667,3.25,1.98,2.05,2.0050000000000003,1.98
1224014,4.2,4.8,4.443333333333333,4.2,3.4,3.9,3.641666666666666,3.4,1.67,1.75,1.6983333333333333,1.67
1224017,1.62,1.73,1.67,1.62,3.4,4.0,3.6750000000000003,3.4,4.4,5.4,4.883333333333333,4.4
1224018,1.75,1.85,1.8050000000000004,1.75,3.3,3.7,3.483333333333334,3.3,3.6,4.5,4.11,3.6
1224019,4.8,5.5,5.283333333333334,4.8,3.7,4.1,3.85,3.7,1.5,1.62,1.5683333333333334,1.5
1224020,1.5,1.55,1.5283333333333333,1.5,3.75,4.1,3.883333333333333,3.75,5.1,6.5,5.683333333333334,5.1
1224022,1.75,1.83,1.8016666666666667,1.75,3.1,3.6,3.3000000000000003,3.1,3.8,4.75,4.413333333333334,3.8
1224023,1.8,1.88,1.8283333333333334,1.8,3.3,3.6,3.4333333333333336,3.3,3.8,4.5,4.116666666666666,3.8
1224024,1.5,1.57,1.5350000000000001,1.5,3.6,4.4,3.883333333333333,3.6,5.0,6.5,5.583333333333333,5.0
1224025,3.7,4.33,4.005,3.7,3.3,3.7,3.483333333333333,3.3,1.8,1.83,1.805,1.8
1224026,1.65,1.83,1.7483333333333333,1.65,3.3,3.8,3.5416666666666665,3.3,3.8,4.6,4.305,3.8
1224027,1.8,1.95,1.8883333333333334,1.8,3.3,3.5,3.4333333333333336,3.3,3.5,4.0,3.766666666666666,3.5
1224028,1.75,1.83,1.7966666666666669,1.75,3.3,3.75,3.541666666666666,3.3,3.7,4.33,4.005,3.7
1224029,1.8,1.95,1.8516666666666666,1.8,3.2,3.6,3.4166666666666665,3.2,3.7,4.33,3.93,3.7
1224030,2.5,2.7,2.608333333333333,2.5,3.2,3.4,3.266666666666666,3.2,2.4,2.6,2.5083333333333333,2.4
1224031,1.33,1.4,1.3499999999999999,1.33,4.2,5.0,4.55,4.2,7.5,9.0,7.958333333333333,7.5
1224032,1.4,1.44,1.4066666666666665,1.4,3.8,4.8,4.283333333333334,3.8,6.0,8.0,7.083333333333333,6.0
1224033,3.0,3.3,3.1666666666666665,3.0,3.2,3.5,3.3083333333333336,3.2,2.0,2.2,2.141666666666667,2.0
1224034,2.5,2.8,2.658333333333333,2.5,3.2,3.5,3.3000000000000003,3.2,2.4,2.62,2.4616666666666664,2.4
1224035,3.0,3.4,3.141666666666667,3.0,3.2,3.4,3.2916666666666665,3.2,2.1,2.2,2.1583333333333337,2.1
1224036,4.5,5.25,4.841666666666667,4.5,3.5,3.8,3.6166666666666667,3.5,1.6,1.67,1.655,1.6
1224037,1.57,1.65,1.6049999999999998,1.57,3.5,4.0,3.716666666666667,3.5,4.5,6.0,5.208333333333333,4.5
1224038,2.2,2.4,2.3,2.2,3.2,3.4,3.283333333333333,3.2,2.75,2.95,2.8616666666666664,2.75
1224039,1.35,1.4,1.3783333333333332,1.35,4.2,4.8,4.463333333333334,4.2,7.0,7.5,7.166666666666667,7.0
1224040,1.83,2.0,1.89,1.83,3.3,3.8,3.5749999999999997,3.3,3.4,4.3,3.7916666666666674,3.4
1224041,2.0,2.15,2.083333333333333,2.0,3.1,3.4,3.275,3.1,3.2,3.5,3.3249999999999997,3.2
1224042,3.2,3.75,3.5,3.2,3.3,3.6,3.4333333333333336,3.3,1.91,2.0,1.9616666666666667,1.91
1224043,3.5,3.9,3.6750000000000003,3.5,3.25,3.5,3.358333333333333,3.25,1.85,2.0,1.9349999999999998,1.85
1224044,1.55,1.6,1.571666666666667,1.55,3.6,4.0,3.775,3.6,5.0,6.0,5.458333333333333,5.0
1224045,1.83,1.9,1.8633333333333333,1.83,3.3,3.7,3.466666666666667,3.3,3.5,4.2,3.8333333333333335,3.5
1224046,2.3,2.55,2.391666666666667,2.3,3.2,3.4,3.25,3.2,2.7,2.9,2.775,2.7
1224047,1.36,1.44,1.3933333333333333,1.36,4.0,4.75,4.43,4.0,6.0,8.0,7.083333333333333,6.0
1224048,1.55,1.65,1.6083333333333332,1.55,3.7,4.2,3.875,3.7,4.5,5.4,4.8999999999999995,4.5
1224049,2.2,2.38,2.2883333333333336,2.2,3.2,3.6,3.391666666666667,3.2,2.88,3.0,2.9466666666666668,2.88
1224050,1.91,2.0,1.9616666666666667,1.91,3.2,3.6,3.4000000000000004,3.2,3.3,3.9,3.5749999999999997,3.3
1224051,2.5,3.0,2.766666666666667,2.5,3.2,3.4,3.2499999999999996,3.2,2.35,2.5,2.4250000000000003,2.35
1224052,2.38,2.55,2.4633333333333334,2.38,3.1,3.25,3.1916666666666664,3.1,2.55,3.0,2.766666666666666,2.55
1224054,1.9,1.95,1.9166666666666667,1.9,3.3,3.75,3.4583333333333335,3.3,3.5,4.0,3.658333333333333,3.5
1717817,1.3,1.36,1.3416666666666668,1.3,4.2,5.0,4.641666666666667,4.2,7.0,9.5,8.0,7.0
1717818,4.0,4.33,4.121666666666667,4.0,3.2,3.6,3.466666666666667,3.2,1.72,1.83,1.7966666666666669,1.72
1717819,3.4,3.75,3.591666666666667,3.4,3.2,3.5,3.358333333333333,3.2,1.9,2.0,1.9583333333333333,1.9
1717820,2.35,2.4,2.3799999999999994,2.35,3.1,3.2,3.1666666666666665,3.1,2.7,3.0,2.8499999999999996,2.7
1717821,2.8,3.2,2.991666666666666,2.8,3.1,3.4,3.3166666666666664,3.1,2.1,2.3,2.225,2.1
1717822,2.5,2.85,2.63,2.5,3.1,3.3,3.225,3.1,2.3,2.63,2.513333333333333,2.3
1717823,1.2,1.22,1.2066666666666668,1.2,5.0,6.5,5.916666666666667,5.0,10.0,14.0,11.833333333333334,10.0
1717824,1.75,1.91,1.8366666666666667,1.75,3.2,3.6,3.466666666666667,3.2,3.8,4.1,3.9166666666666665,3.8
1717889,1.87,2.0,1.9233333333333331,1.87,3.2,3.6,3.4333333333333336,3.2,3.3,4.2,3.85,3.3
1717890,1.53,1.6,1.555,1.53,3.6,4.2,3.9,3.6,4.8,6.0,5.383333333333333,4.8
1717891,1.95,2.05,2.016666666666667,1.95,3.2,3.4,3.3666666666666667,3.2,3.3,3.75,3.4583333333333335,3.3
1717892,2.3,2.38,2.3466666666666662,2.3,3.1,3.5,3.308333333333333,3.1,2.75,3.0,2.8249999999999997,2.75
1717893,1.8,1.9,1.8466666666666667,1.8,3.2,3.5,3.4333333333333336,3.2,3.6,4.5,4.016666666666667,3.6
1717894,3.0,3.4,3.2249999999999996,3.0,3.1,3.4,3.3166666666666664,3.1,2.0,2.2,2.125,2.0
1717895,2.6,3.0,2.8083333333333336,2.6,3.1,3.4,3.308333333333333,3.1,2.3,2.4,2.3633333333333333,2.3
1717896,2.0,2.05,2.0250000000000004,2.0,3.2,3.4,3.2916666666666665,3.2,3.3,3.75,3.516666666666666,3.3
1717897,1.57,1.67,1.6133333333333335,1.57,3.6,3.8,3.766666666666667,3.6,4.75,5.5,5.116666666666667,4.75
1717898,1.8,1.8,1.8,1.8,3.2,3.75,3.5666666666666664,3.2,3.75,4.3,4.041666666666667,3.75
1717899,1.55,1.62,1.59,1.55,3.7,4.0,3.8000000000000003,3.7,4.75,6.0,5.291666666666667,4.75
1717900,1.8,1.87,1.83,1.8,3.2,3.7,3.466666666666667,3.2,3.75,4.2,4.0249999999999995,3.75
1717901,2.62,2.75,2.7116666666666664,2.62,3.1,3.4,3.3333333333333335,3.1,2.25,2.55,2.4250000000000003,2.25
1717902,1.8,1.85,1.8216666666666665,1.8,3.2,3.5,3.4166666666666665,3.2,3.75,4.5,4.158333333333333,3.75
1717903,3.1,3.6,3.391666666666667,3.1,3.1,3.5,3.3666666666666667,3.1,2.0,2.1,2.0416666666666665,2.0
1717904,2.0,2.1,2.058333333333333,2.0,3.2,3.6,3.358333333333333,3.2,3.2,3.5,3.35,3.2
1717905,1.75,1.83,1.8016666666666667,1.75,3.2,3.75,3.525,3.2,3.75,4.5,4.108333333333333,3.75
1717906,1.57,1.65,1.625,1.57,3.4,4.0,3.7583333333333333,3.4,4.5,5.5,4.95,4.5
1717907,2.1,2.15,2.125,2.1,3.2,3.4,3.283333333333333,3.2,3.1,3.4,3.233333333333333,3.1
1717908,1.61,1.7,1.6666666666666667,1.61,3.4,3.8,3.6666666666666665,3.4,4.3,5.25,4.758333333333333,4.3
1717909,2.75,3.3,3.0416666666666665,2.75,3.1,3.4,3.316666666666666,3.1,2.15,2.3,2.2249999999999996,2.15
1717910,2.6,2.8,2.7033333333333336,2.6,3.1,3.3,3.2083333333333335,3.1,2.4,2.6,2.5,2.4
1717911,2.1,2.25,2.191666666666667,2.1,3.1,3.4,3.2999999999999994,3.1,3.0,3.4,3.1,3.0
1717912,3.0,3.6,3.216666666666667,3.0,3.1,3.4,3.3333333333333335,3.1,2.1,2.2,2.125,2.1
1717913,1.5,1.55,1.5216666666666667,1.5,3.7,4.33,4.038333333333333,3.7,5.0,6.0,5.583333333333333,5.0
1717914,1.4,1.5,1.4316666666666666,1.4,3.8,4.5,4.255,3.8,5.5,8.0,6.75,5.5
1717915,1.91,2.0,1.9533333333333331,1.91,3.2,3.6,3.4000000000000004,3.2,3.3,3.8,3.5749999999999997,3.3
1717916,3.75,4.5,4.096666666666667,3.75,3.2,3.75,3.5583333333333336,3.2,1.73,1.85,1.7933333333333337,1.73
1717917,1.65,1.75,1.6816666666666666,1.65,3.5,3.75,3.6333333333333333,3.5,4.33,5.25,4.663333333333333,4.33
1717918,3.6,4.2,3.8416666666666663,3.6,3.2,3.6,3.4333333333333336,3.2,1.83,1.91,1.8766666666666667,1.83
1717919,2.0,2.15,2.0666666666666664,2.0,3.1,3.6,3.391666666666667,3.1,3.0,3.5,3.283333333333333,3.0
1717920,3.5,4.0,3.85,3.5,3.2,3.6,3.4500000000000006,3.2,1.85,1.91,1.8633333333333333,1.85
1717921,1.55,1.65,1.5983333333333336,1.55,3.6,4.0,3.841666666666667,3.6,4.75,5.5,5.125,4.75
1717922,1.55,1.67,1.6050000000000002,1.55,3.7,3.8,3.7750000000000004,3.7,4.5,5.5,5.116666666666666,4.5
1717923,4.0,4.75,4.2250000000000005,4.0,3.2,3.6,3.4499999999999997,3.2,1.73,1.83,1.7933333333333337,1.73
1717924,2.4,2.7,2.5116666666666667,2.4,3.1,3.4,3.316666666666666,3.1,2.4,2.8,2.608333333333333,2.4
1717925,4.0,4.75,4.296666666666667,4.0,3.4,3.6,3.5,3.4,1.7,1.83,1.7683333333333335,1.7
1717926,1.7,1.83,1.7583333333333335,1.7,3.4,3.75,3.5750000000000006,3.4,4.0,4.4,4.226666666666667,4.0
1717927,2.75,3.2,2.975,2.75,3.2,3.3,3.25,3.2,2.25,2.4,2.2833333333333337,2.25
1717928,2.75,3.2,3.0116666666666667,2.75,3.2,3.5,3.366666666666667,3.2,2.15,2.25,2.2083333333333335,2.15
1717929,1.25,1.35,1.295,1.25,4.2,5.75,5.075,4.2,7.5,11.0,9.083333333333334,7.5
1717930,2.5,2.55,2.516666666666667,2.5,3.2,3.3,3.2583333333333333,3.2,2.6,2.8,2.6616666666666666,2.6
1717931,2.5,2.62,2.561666666666667,2.5,3.2,3.3,3.266666666666667,3.2,2.5,2.7,2.5966666666666662,2.5
1717932,2.2,2.4,2.3133333333333335,2.2,3.2,3.3,3.266666666666667,3.2,2.65,3.0,2.891666666666667,2.65
1717933,2.2,2.38,2.296666666666667,2.2,3.2,3.4,3.3083333333333336,3.2,2.85,3.1,2.911666666666667,2.85
1717934,1.36,1.4,1.3800000000000001,1.36,4.0,4.8,4.366666666666666,4.0,6.5,9.0,7.75,6.5
1717935,1.57,1.72,1.655,1.57,3.5,3.8,3.7083333333333335,3.5,4.2,5.5,4.841666666666666,4.2
1717936,1.44,1.55,1.4949999999999999,1.44,3.7,4.33,4.088333333333334,3.7,5.0,7.0,5.916666666666667,5.0
1717937,1.85,1.95,1.8866666666666667,1.85,3.2,3.6,3.483333333333334,3.2,3.6,4.0,3.8250000000000006,3.6
1717938,1.33,1.37,1.3566666666666667,1.33,4.1,5.25,4.766666666666667,4.1,7.0,8.5,7.541666666666667,7.0
1717939,2.2,2.3,2.2416666666666667,2.2,3.1,3.5,3.3499999999999996,3.1,2.9,3.13,3.0050000000000003,2.9
1717940,1.15,1.18,1.17,1.15,5.7,7.0,6.616666666666667,5.7,12.0,17.0,14.25,12.0
1717941,1.9,2.05,1.985,1.9,3.2,3.5,3.4166666666666665,3.2,3.4,3.75,3.5583333333333336,3.4
1717942,1.25,1.3,1.2883333333333333,1.25,4.4,5.75,5.2749999999999995,4.4,8.5,10.5,9.291666666666666,8.5
1717943,3.5,3.8,3.7083333333333335,3.5,3.2,3.5,3.4000000000000004,3.2,1.85,2.0,1.9433333333333334,1.85
1717944,3.8,4.5,4.1933333333333325,3.8,3.2,3.8,3.608333333333334,3.2,1.72,1.85,1.7833333333333334,1.72
1717945,2.2,2.38,2.28,2.2,3.1,3.3,3.2416666666666667,3.1,2.8,3.12,2.986666666666667,2.8
1717946,1.57,1.65,1.6050000000000002,1.57,3.5,4.0,3.816666666666667,3.5,4.5,5.5,5.041666666666667,4.5
1717947,2.6,2.8,2.6833333333333336,2.6,3.1,3.4,3.266666666666667,3.1,2.4,2.6,2.475,2.4
1717948,1.87,2.0,1.9233333333333331,1.87,3.2,3.4,3.3166666666666664,3.2,3.5,4.2,3.8166666666666664,3.5
1717949,3.6,4.1,3.883333333333333,3.6,3.4,3.6,3.483333333333333,3.4,1.75,1.95,1.86,1.75
1717950,2.4,2.7,2.491666666666667,2.4,3.1,3.4,3.2416666666666667,3.1,2.63,2.7,2.688333333333333,2.63
1717951,2.05,2.3,2.15,2.05,3.1,3.4,3.266666666666667,3.1,3.1,3.3,3.233333333333334,3.1
1717952,3.75,4.1,3.9249999999999994,3.75,3.2,3.5,3.4166666666666665,3.2,1.75,1.95,1.86,1.75
1717953,1.44,1.53,1.4733333333333334,1.44,3.9,4.5,4.260000000000001,3.9,5.0,7.0,6.125,5.0
1717954,1.8,1.87,1.8333333333333333,1.8,3.2,3.6,3.5,3.2,3.8,4.2,4.033333333333333,3.8
1717955,1.7,1.75,1.7283333333333335,1.7,3.5,3.75,3.6249999999999996,3.5,4.1,5.0,4.505,4.1
1717956,2.7,3.0,2.7916666666666665,2.7,3.1,3.4,3.3166666666666664,3.1,2.25,2.5,2.3916666666666666,2.25
1717957,4.2,4.75,4.533333333333334,4.2,3.3,3.9,3.658333333333333,3.3,1.66,1.75,1.7166666666666668,1.66
1717958,1.44,1.5,1.4733333333333334,1.44,3.9,4.33,4.171666666666667,3.9,5.5,7.0,6.333333333333333,5.5
1717959,1.9,2.05,1.9666666666666668,1.9,3.2,3.6,3.4499999999999997,3.2,3.4,3.75,3.5999999999999996,3.4
1717960,2.15,2.3,2.225,2.15,3.1,3.4,3.2583333333333333,3.1,3.0,3.3,3.1333333333333333,3.0
1717961,1.33,1.4,1.366666666666667,1.33,4.2,4.8,4.6000000000000005,4.2,6.5,8.5,7.791666666666667,6.5
1717962,2.4,2.7,2.5833333333333335,2.4,3.1,3.5,3.316666666666667,3.1,2.5,2.7,2.578333333333333,2.5
1717963,2.0,2.15,2.066666666666667,2.0,3.2,3.4,3.3333333333333335,3.2,3.3,3.5,3.4,3.3
1717964,2.4,2.6,2.4916666666666667,2.4,3.1,3.4,3.275,3.1,2.6,2.75,2.7000000000000006,2.6
1717965,2.7,3.0,2.85,2.7,3.1,3.4,3.283333333333333,3.1,2.3,2.4,2.3633333333333333,2.3
1717966,2.0,2.1,2.0833333333333335,2.0,3.2,3.5,3.3416666666666663,3.2,3.25,3.6,3.341666666666667,3.25
1717967,2.55,2.75,2.6416666666666666,2.55,3.1,3.25,3.1750000000000003,3.1,2.55,2.65,2.606666666666667,2.55
1717968,2.4,2.7,2.5416666666666665,2.4,3.0,3.4,3.225,3.0,2.55,2.75,2.6466666666666665,2.55
1717825,1.25,1.25,1.25,1.25,4.8,6.0,5.466666666666666,4.8,8.5,11.0,10.0,8.5
1717826,1.5,1.55,1.531666666666667,1.5,3.7,4.33,4.055000000000001,3.7,5.0,5.75,5.458333333333333,5.0
1717827,1.66,1.73,1.711666666666667,1.66,3.4,3.8,3.6333333333333333,3.4,4.1,4.8,4.433333333333333,4.1
1717828,4.2,5.0,4.516666666666667,4.2,3.4,4.0,3.6666666666666665,3.4,1.65,1.73,1.7,1.65
1717829,2.2,2.38,2.293333333333333,2.2,3.1,3.3,3.2083333333333335,3.1,2.8,3.2,3.0,2.8
1717830,1.9,2.0,1.9349999999999998,1.9,3.1,3.4,3.275,3.1,3.5,4.1,3.8333333333333335,3.5
1717831,2.05,2.15,2.1,2.05,3.2,3.4,3.3249999999999993,3.2,3.1,3.5,3.275,3.1
1717832,3.1,3.2,3.1166666666666667,3.1,3.2,3.4,3.308333333333333,3.2,2.1,2.25,2.175,2.1
1717969,1.4,1.45,1.4299999999999997,1.4,3.9,4.5,4.343333333333334,3.9,6.0,7.5,6.666666666666667,6.0
1717970,2.0,2.1,2.025,2.0,3.2,3.4,3.3333333333333335,3.2,3.3,3.8,3.5749999999999997,3.3
1717971,1.6,1.67,1.6283333333333332,1.6,3.5,3.75,3.6666666666666665,3.5,4.8,5.5,5.216666666666667,4.8
1717972,1.6,1.75,1.67,1.6,3.5,3.75,3.616666666666667,3.5,4.5,5.5,4.966666666666666,4.5
1717973,2.38,2.6,2.4716666666666667,2.38,3.1,3.5,3.3499999999999996,3.1,2.5,2.8,2.6833333333333336,2.5
1717974,1.83,1.9,1.8683333333333334,1.83,3.2,3.5,3.391666666666666,3.2,3.75,4.33,3.996666666666666,3.75
1717975,2.5,2.9,2.716666666666667,2.5,3.1,3.3,3.266666666666667,3.1,2.37,2.6,2.4783333333333335,2.37
1717976,4.8,6.25,5.466666666666666,4.8,3.6,4.0,3.783333333333333,3.6,1.55,1.62,1.5850000000000002,1.55
1717977,1.2,1.25,1.2216666666666665,1.2,5.0,6.5,5.833333333333333,5.0,10.0,13.0,11.333333333333334,10.0
1717978,1.91,2.1,2.018333333333333,1.91,3.2,3.5,3.4,3.2,3.25,3.7,3.4916666666666667,3.25
1717979,1.55,1.7,1.61,1.55,3.75,4.0,3.858333333333333,3.75,5.0,5.6,5.308333333333334,5.0
1717980,2.05,2.2,2.1250000000000004,2.05,3.1,3.4,3.2999999999999994,3.1,3.2,3.5,3.2916666666666665,3.2
1717981,2.45,2.7,2.5716666666666668,2.45,3.2,3.3,3.2583333333333333,3.2,2.55,2.75,2.65,2.55
1717982,1.83,1.9,1.8516666666666668,1.83,3.2,3.8,3.5333333333333337,3.2,3.8,4.2,3.933333333333333,3.8
1717983,6.0,8.0,6.708333333333333,6.0,3.9,4.6,4.31,3.9,1.4,1.48,1.4433333333333331,1.4
1717984,2.2,2.35,2.266666666666667,2.2,3.1,3.3,3.2249999999999996,3.1,3.0,3.2,3.0666666666666664,3.0
1717985,1.33,1.4,1.3733333333333333,1.33,4.4,4.8,4.566666666666667,4.4,7.0,8.5,7.583333333333333,7.0
1717986,1.18,1.2,1.1966666666666665,1.18,5.2,7.0,6.45,5.2,10.0,13.0,11.416666666666666,10.0
1717987,2.4,2.63,2.5416666666666665,2.4,3.1,3.3,3.25,3.1,2.6,2.75,2.6633333333333336,2.6
1717988,1.55,1.57,1.5566666666666666,1.55,3.7,4.0,3.8333333333333335,3.7,5.0,6.25,5.666666666666667,5.0
1717989,3.6,4.2,3.9250000000000003,3.6,3.2,3.7,3.466666666666667,3.2,1.83,1.91,1.8733333333333333,1.83
1717990,1.9,2.05,1.9750000000000003,1.9,3.2,3.4,3.3166666666666664,3.2,3.5,4.0,3.7083333333333335,3.5
1717991,4.0,4.75,4.335,4.0,3.3,3.75,3.508333333333333,3.3,1.75,1.8,1.7833333333333334,1.75
1717992,2.75,2.9,2.8049999999999997,2.75,3.1,3.4,3.283333333333333,3.1,2.3,2.5,2.4,2.3
1717993,2.63,2.7,2.6716666666666664,2.63,3.3,3.5,3.4,3.3,2.4,2.55,2.475,2.4
1717994,1.55,1.6,1.5766666666666669,1.55,3.7,4.0,3.808333333333333,3.7,5.0,6.25,5.691666666666666,5.0
1717995,1.4,1.44,1.4100000000000001,1.4,4.2,4.75,4.405,4.2,6.5,8.0,7.383333333333333,6.5
1717996,1.6,1.67,1.626666666666667,1.6,3.7,4.2,3.841666666666667,3.7,4.6,5.4,5.083333333333333,4.6
1717997,1.9,2.0,1.9433333333333334,1.9,3.3,3.7,3.4999999999999996,3.3,3.4,3.9,3.683333333333333,3.4
1717998,2.37,2.5,2.453333333333333,2.37,3.1,3.3,3.2583333333333333,3.1,2.65,3.0,2.8000000000000003,2.65
1717999,2.05,2.2,2.0999999999999996,2.05,3.25,3.5,3.341666666666667,3.25,3.1,3.6,3.358333333333333,3.1
1718000,6.5,8.0,7.341666666666666,6.5,4.2,4.8,4.496666666666667,4.2,1.36,1.44,1.4000000000000001,1.36
1718001,1.17,1.22,1.19,1.17,6.0,7.5,6.375,6.0,10.5,17.0,13.75,10.5
1718002,1.36,1.45,1.4166666666666667,1.36,4.2,4.6,4.421666666666667,4.2,7.0,7.5,7.133333333333333,7.0
1718003,2.4,2.45,2.4250000000000003,2.4,3.2,3.4,3.2999999999999994,3.2,2.7,2.88,2.7883333333333336,2.7
1718004,3.3,3.5,3.4333333333333336,3.3,3.4,3.5,3.4166666666666665,3.4,2.0,2.1,2.0416666666666665,2.0
1718005,2.45,2.65,2.5833333333333335,2.45,3.1,3.3,3.25,3.1,2.5,2.8,2.65,2.5
1718006,4.5,5.0,4.833333333333333,4.5,3.6,4.0,3.8083333333333336,3.6,1.6,1.7,1.6533333333333333,1.6
1718007,1.83,1.91,1.876666666666667,1.83,3.4,3.6,3.475,3.4,3.75,4.2,3.9749999999999996,3.75
1718008,2.75,3.12,2.9616666666666664,2.75,3.1,3.4,3.2583333333333333,3.1,2.3,2.4,2.338333333333333,2.3
1718009,1.25,1.33,1.2883333333333333,1.25,5.0,5.5,5.333333333333333,5.0,7.5,10.3,9.299999999999999,7.5
1718010,1.44,1.45,1.4433333333333331,1.44,4.0,4.4,4.166666666666667,4.0,6.5,7.5,7.041666666666667,6.5
1718011,1.35,1.4,1.3716666666666668,1.35,4.33,5.25,4.585,4.33,7.3,8.5,7.966666666666666,7.3
1718012,2.87,3.4,3.1783333333333332,2.87,3.25,3.3,3.2833333333333337,3.25,2.1,2.3,2.2000000000000006,2.1
1718013,1.44,1.45,1.4449999999999996,1.44,4.0,4.6,4.255,4.0,6.5,7.5,6.833333333333333,6.5
1718014,2.88,3.3,3.1133333333333333,2.88,3.3,3.7,3.483333333333333,3.3,2.1,2.2,2.1583333333333337,2.1
1718015,2.1,2.25,2.158333333333333,2.1,3.25,3.5,3.3249999999999997,3.25,3.1,3.5,3.266666666666667,3.1
1718016,6.5,7.5,7.216666666666666,6.5,4.2,4.5,4.326666666666667,4.2,1.4,1.45,1.4266666666666665,1.4
1718017,1.44,1.5,1.4666666666666668,1.44,4.0,4.5,4.31,4.0,5.5,7.0,6.416666666666667,5.5
1718018,1.5,1.53,1.5200000000000002,1.5,3.8,4.4,4.116666666666666,3.8,5.0,6.5,5.8500000000000005,5.0
1718019,3.1,3.5,3.2583333333333333,3.1,3.2,3.4,3.283333333333333,3.2,2.1,2.25,2.183333333333333,2.1
1718020,2.7,3.0,2.85,2.7,3.25,3.5,3.341666666666667,3.25,2.3,2.5,2.375,2.3
1718021,2.3,2.4,2.3516666666666666,2.3,3.2,3.4,3.2916666666666665,3.2,2.75,3.1,2.9250000000000003,2.75
1718022,2.0,2.1,2.0416666666666665,2.0,3.25,3.5,3.358333333333333,3.25,3.4,3.75,3.5416666666666665,3.4
1718023,2.75,3.2,2.983333333333333,2.75,3.2,3.4,3.2916666666666674,3.2,2.3,2.4,2.33,2.3
1718024,3.8,4.3,4.016666666666667,3.8,3.3,3.6,3.483333333333334,3.3,1.8,1.91,1.8699999999999999,1.8
1718025,1.25,1.3,1.2833333333333334,1.25,5.0,5.5,5.1499999999999995,5.0,9.0,11.0,10.166666666666666,9.0
1718026,2.5,3.2,2.841666666666667,2.5,3.2,3.4,3.2999999999999994,3.2,2.25,2.65,2.41,2.25
1718027,2.4,2.6,2.4583333333333335,2.4,3.3,3.5,3.4,3.3,2.62,2.75,2.6950000000000003,2.62
1718028,2.5,2.62,2.578333333333333,2.5,3.0,3.3,3.225,3.0,2.6,2.75,2.6916666666666664,2.6
1718029,1.4,1.55,1.458333333333333,1.4,3.9,4.5,4.183333333333334,3.9,5.6,8.0,6.9750000000000005,5.6
1718030,1.4,1.5,1.4366666666666668,1.4,4.0,4.6,4.298333333333333,4.0,6.1,8.5,7.058333333333334,6.1
1718031,1.44,1.55,1.4916666666666665,1.44,4.0,4.5,4.171666666666667,4.0,5.5,7.0,6.25,5.5
1718032,2.9,3.4,3.233333333333334,2.9,3.3,3.5,3.383333333333333,3.3,2.05,2.3,2.1333333333333333,2.05
1718033,1.18,1.2,1.1849999999999998,1.18,6.0,7.0,6.375,6.0,12.5,17.0,14.5,12.5
1718034,1.6,1.62,1.61,1.6,3.75,4.1,3.891666666666667,3.75,4.75,5.5,5.233333333333333,4.75
1718035,1.29,1.33,1.3016666666666665,1.29,4.75,5.5,5.05,4.75,8.3,11.0,9.716666666666667,8.3
1718036,2.3,2.45,2.3616666666666664,2.3,3.1,3.3,3.266666666666667,3.1,2.87,3.0,2.9283333333333332,2.87
1718037,2.05,2.1,2.0833333333333335,2.05,3.3,3.6,3.4333333333333336,3.3,3.2,3.5,3.3333333333333335,3.2
1718038,3.3,3.9,3.625,3.3,3.3,3.5,3.4333333333333336,3.3,1.9,2.05,1.9916666666666665,1.9
1718039,2.3,2.4,2.355,2.3,3.2,3.4,3.2999999999999994,3.2,2.85,3.0,2.92,2.85
1718040,4.6,5.5,5.175,4.6,3.6,4.0,3.7999999999999994,3.6,1.6,1.65,1.625,1.6
1718041,1.53,1.6,1.5483333333333336,1.53,3.75,4.2,3.9583333333333335,3.75,5.5,6.5,5.916666666666667,5.5
1718042,1.65,1.83,1.7683333333333333,1.65,3.5,3.75,3.5749999999999997,3.5,4.0,5.1,4.463333333333333,4.0
1718043,1.2,1.29,1.2433333333333334,1.2,5.5,6.0,5.716666666666666,5.5,9.5,13.0,11.0,9.5
1718044,1.85,1.91,1.8980000000000001,1.85,3.3,3.6,3.46,3.3,3.7,4.2,3.94,3.7
1718045,2.15,2.4,2.2416666666666667,2.15,3.3,3.4,3.3499999999999996,3.3,2.75,3.3,3.0749999999999997,2.75
