team_api_id,team_long_name,league_name,team_measured_date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
9836,Dijon FCO,France Ligue 1,2010-02-22,55,Balanced,,Little,40,Mixed,Organised,40,Normal,40,Normal,55,Normal,Organised,30,Deep,60,Press,30,Narrow,Offside Trap
9836,Dijon FCO,France Ligue 1,2011-02-22,65,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
9836,Dijon FCO,France Ligue 1,2012-02-22,51,Balanced,,Little,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover
9836,Dijon FCO,France Ligue 1,2013-09-20,51,Balanced,,Little,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover
9836,Dijon FCO,France Ligue 1,2014-09-19,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover
9836,Dijon FCO,France Ligue 1,2015-09-10,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover
8284,Dundee FC,Scotland Premier League,2013-09-20,50,Balanced,,Little,49,Mixed,Organised,38,Normal,60,Normal,53,Normal,Organised,48,Medium,47,Press,59,Normal,Cover
8284,Dundee FC,Scotland Premier League,2015-09-10,47,Balanced,47.0,Normal,48,Mixed,Organised,32,Safe,61,Normal,65,Normal,Organised,50,Medium,44,Press,52,Normal,Cover
9938,Dundee United,Scotland Premier League,2010-02-22,70,Fast,,Little,70,Long,Organised,65,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
9938,Dundee United,Scotland Premier League,2011-02-22,68,Fast,,Little,53,Mixed,Organised,67,Risky,53,Normal,67,Lots,Organised,57,Medium,57,Press,63,Normal,Cover
9938,Dundee United,Scotland Premier League,2012-02-22,60,Balanced,,Little,60,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,40,Medium,38,Press,52,Normal,Cover
9938,Dundee United,Scotland Premier League,2013-09-20,53,Balanced,,Little,52,Mixed,Organised,55,Normal,53,Normal,42,Normal,Organised,41,Medium,41,Press,52,Normal,Cover
9938,Dundee United,Scotland Premier League,2014-09-19,60,Balanced,51.0,Normal,60,Mixed,Organised,52,Normal,55,Normal,38,Normal,Organised,41,Medium,40,Press,52,Normal,Cover
9938,Dundee United,Scotland Premier League,2015-09-10,60,Balanced,58.0,Normal,53,Mixed,Organised,55,Normal,49,Normal,45,Normal,Organised,48,Medium,42,Press,53,Normal,Cover
8457,Dunfermline Athletic,Scotland Premier League,2012-02-22,55,Balanced,,Little,60,Mixed,Organised,46,Normal,68,Lots,54,Normal,Organised,42,Medium,43,Press,63,Normal,Cover
8372,SD Eibar,Spain LIGA BBVA,2014-09-19,62,Balanced,51.0,Normal,52,Mixed,Organised,60,Normal,55,Normal,64,Normal,Organised,37,Medium,56,Press,49,Normal,Cover
8372,SD Eibar,Spain LIGA BBVA,2015-09-10,62,Balanced,51.0,Normal,52,Mixed,Organised,59,Normal,55,Normal,52,Normal,Organised,37,Medium,56,Press,49,Normal,Cover
9776,Eintracht Braunschweig,Germany 1. Bundesliga,2012-02-22,64,Balanced,,Little,54,Mixed,Organised,52,Normal,66,Normal,62,Normal,Organised,54,Medium,42,Press,48,Normal,Cover
9776,Eintracht Braunschweig,Germany 1. Bundesliga,2013-09-20,68,Fast,,Little,54,Mixed,Organised,62,Normal,66,Normal,67,Lots,Free Form,57,Medium,47,Press,53,Normal,Cover
9776,Eintracht Braunschweig,Germany 1. Bundesliga,2014-09-19,61,Balanced,60.0,Normal,62,Mixed,Organised,59,Normal,43,Normal,55,Normal,Organised,30,Deep,40,Press,39,Normal,Cover
9776,Eintracht Braunschweig,Germany 1. Bundesliga,2015-09-10,66,Balanced,44.0,Normal,54,Mixed,Organised,62,Normal,59,Normal,51,Normal,Free Form,57,Medium,47,Press,53,Normal,Cover
9810,Eintracht Frankfurt,Germany 1. Bundesliga,2010-02-22,60,Balanced,,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover
9810,Eintracht Frankfurt,Germany 1. Bundesliga,2011-02-22,52,Balanced,,Little,43,Mixed,Organised,62,Normal,62,Normal,41,Normal,Organised,48,Medium,50,Press,53,Normal,Cover
9810,Eintracht Frankfurt,Germany 1. Bundesliga,2012-02-22,38,Balanced,,Little,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,54,Normal,Cover
9810,Eintracht Frankfurt,Germany 1. Bundesliga,2013-09-20,41,Balanced,,Little,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,57,Normal,Cover
9810,Eintracht Frankfurt,Germany 1. Bundesliga,2014-09-19,63,Balanced,48.0,Normal,42,Mixed,Organised,57,Normal,50,Normal,52,Normal,Organised,43,Medium,46,Press,55,Normal,Cover
9810,Eintracht Frankfurt,Germany 1. Bundesliga,2015-09-10,51,Balanced,41.0,Normal,38,Mixed,Organised,47,Normal,58,Normal,40,Normal,Organised,48,Medium,42,Press,55,Normal,Cover
10268,Elche CF,Spain LIGA BBVA,2010-02-22,30,Slow,,Little,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,50,Medium,45,Press,45,Normal,Cover
10268,Elche CF,Spain LIGA BBVA,2011-02-22,43,Balanced,,Little,39,Mixed,Organised,52,Normal,43,Normal,46,Normal,Organised,40,Medium,39,Press,51,Normal,Cover
10268,Elche CF,Spain LIGA BBVA,2012-02-22,55,Balanced,,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
10268,Elche CF,Spain LIGA BBVA,2013-09-20,55,Balanced,,Little,73,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
10268,Elche CF,Spain LIGA BBVA,2014-09-19,55,Balanced,47.0,Normal,69,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
10268,Elche CF,Spain LIGA BBVA,2015-09-10,51,Balanced,52.0,Normal,48,Mixed,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover
8534,Empoli,Italy Serie A,2010-02-22,30,Slow,,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
8534,Empoli,Italy Serie A,2011-02-22,50,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,45,Medium,45,Press,47,Normal,Offside Trap
8534,Empoli,Italy Serie A,2012-02-22,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
8534,Empoli,Italy Serie A,2013-09-20,51,Balanced,,Little,54,Mixed,Organised,53,Normal,54,Normal,62,Normal,Organised,39,Medium,50,Press,59,Normal,Cover
8534,Empoli,Italy Serie A,2014-09-19,63,Balanced,43.0,Normal,39,Mixed,Organised,66,Normal,67,Lots,51,Normal,Organised,53,Medium,57,Press,54,Normal,Cover
8534,Empoli,Italy Serie A,2015-09-10,66,Balanced,43.0,Normal,36,Mixed,Organised,59,Normal,64,Normal,63,Normal,Organised,46,Medium,66,Press,48,Normal,Cover
8398,FC Energie Cottbus,Germany 1. Bundesliga,2010-02-22,45,Balanced,,Little,55,Mixed,Organised,30,Safe,55,Normal,45,Normal,Organised,68,High,70,Double,68,Wide,Cover
8398,FC Energie Cottbus,Germany 1. Bundesliga,2011-02-22,64,Balanced,,Little,55,Mixed,Organised,71,Risky,38,Normal,52,Normal,Organised,58,Medium,48,Press,40,Normal,Cover
8398,FC Energie Cottbus,Germany 1. Bundesliga,2012-02-22,50,Balanced,,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover
8398,FC Energie Cottbus,Germany 1. Bundesliga,2013-09-20,50,Balanced,,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover
8398,FC Energie Cottbus,Germany 1. Bundesliga,2014-09-19,39,Balanced,47.0,Normal,40,Mixed,Organised,52,Normal,67,Lots,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover
8558,RCD Espanyol,Spain LIGA BBVA,2010-02-22,55,Balanced,,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover
8558,RCD Espanyol,Spain LIGA BBVA,2011-02-22,68,Fast,,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover
8558,RCD Espanyol,Spain LIGA BBVA,2012-02-22,46,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
8558,RCD Espanyol,Spain LIGA BBVA,2013-09-20,50,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover
8558,RCD Espanyol,Spain LIGA BBVA,2014-09-19,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
8558,RCD Espanyol,Spain LIGA BBVA,2015-09-10,50,Balanced,52.0,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover
7842,Estoril Praia,Portugal Liga ZON Sagres,2013-09-20,66,Balanced,,Little,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Free Form,46,Medium,49,Press,55,Normal,Cover
7842,Estoril Praia,Portugal Liga ZON Sagres,2014-09-19,66,Balanced,56.0,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover
7842,Estoril Praia,Portugal Liga ZON Sagres,2015-09-10,59,Balanced,56.0,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover
6351,KAS Eupen,Belgium Jupiler League,2011-02-22,50,Balanced,,Little,55,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,50,Medium,50,Press,55,Normal,Cover
8668,Everton,England Premier League,2010-02-22,60,Balanced,,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover
8668,Everton,England Premier League,2011-02-22,60,Balanced,,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover
8668,Everton,England Premier League,2012-02-22,56,Balanced,,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover
8668,Everton,England Premier League,2013-09-20,58,Balanced,,Little,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover
8668,Everton,England Premier League,2014-09-19,61,Balanced,34.0,Normal,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover
8668,Everton,England Premier League,2015-09-10,43,Balanced,45.0,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover
4087,Évian Thonon Gaillard FC,France Ligue 1,2011-02-22,35,Balanced,,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
4087,Évian Thonon Gaillard FC,France Ligue 1,2012-02-22,53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
4087,Évian Thonon Gaillard FC,France Ligue 1,2013-09-20,53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
4087,Évian Thonon Gaillard FC,France Ligue 1,2014-09-19,61,Balanced,51.0,Normal,44,Mixed,Organised,52,Normal,61,Normal,48,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
4087,Évian Thonon Gaillard FC,France Ligue 1,2015-09-10,58,Balanced,35.0,Normal,56,Mixed,Organised,52,Normal,61,Normal,51,Normal,Organised,47,Medium,43,Press,50,Normal,Cover
10218,Excelsior,Netherlands Eredivisie,2011-02-22,73,Fast,,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover
10218,Excelsior,Netherlands Eredivisie,2012-02-22,47,Balanced,,Little,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover
10218,Excelsior,Netherlands Eredivisie,2015-09-10,53,Balanced,41.0,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover
8596,Falkirk,Scotland Premier League,2010-02-22,70,Fast,,Little,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
8722,1. FC Köln,Germany 1. Bundesliga,2010-02-22,55,Balanced,,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover
8722,1. FC Köln,Germany 1. Bundesliga,2011-02-22,58,Balanced,,Little,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover
8722,1. FC Köln,Germany 1. Bundesliga,2012-02-22,53,Balanced,,Little,53,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
8722,1. FC Köln,Germany 1. Bundesliga,2013-09-20,60,Balanced,,Little,56,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
8722,1. FC Köln,Germany 1. Bundesliga,2014-09-19,59,Balanced,53.0,Normal,57,Mixed,Organised,53,Normal,47,Normal,59,Normal,Organised,57,Medium,46,Press,54,Normal,Cover
8722,1. FC Köln,Germany 1. Bundesliga,2015-09-10,59,Balanced,47.0,Normal,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover
6631,FC Dordrecht,Netherlands Eredivisie,2015-09-10,39,Balanced,33.0,Little,62,Mixed,Organised,62,Normal,66,Normal,48,Normal,Organised,51,Medium,58,Press,55,Normal,Cover
8674,FC Groningen,Netherlands Eredivisie,2010-02-22,41,Balanced,,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
8674,FC Groningen,Netherlands Eredivisie,2011-02-22,51,Balanced,,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
8674,FC Groningen,Netherlands Eredivisie,2012-02-22,44,Balanced,,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,FC Groningen,Netherlands Eredivisie,2013-09-20,44,Balanced,,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,FC Groningen,Netherlands Eredivisie,2014-09-19,48,Balanced,42.0,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
8674,FC Groningen,Netherlands Eredivisie,2015-09-10,55,Balanced,32.0,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
9773,FC Porto,Portugal Liga ZON Sagres,2010-02-22,30,Slow,,Little,30,Short,Free Form,60,Normal,60,Normal,60,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
9773,FC Porto,Portugal Liga ZON Sagres,2011-02-22,50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover
9773,FC Porto,Portugal Liga ZON Sagres,2012-02-22,52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover
9773,FC Porto,Portugal Liga ZON Sagres,2013-09-20,52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover
9773,FC Porto,Portugal Liga ZON Sagres,2014-09-19,52,Balanced,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
9773,FC Porto,Portugal Liga ZON Sagres,2015-09-10,70,Fast,50.0,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
9908,FC Utrecht,Netherlands Eredivisie,2010-02-22,45,Balanced,,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
9908,FC Utrecht,Netherlands Eredivisie,2011-02-22,66,Balanced,,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap
9908,FC Utrecht,Netherlands Eredivisie,2012-02-22,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,FC Utrecht,Netherlands Eredivisie,2013-09-20,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,FC Utrecht,Netherlands Eredivisie,2014-09-19,50,Balanced,50.0,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
9908,FC Utrecht,Netherlands Eredivisie,2015-09-10,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover
9824,FC Vaduz,Switzerland Super League,2015-09-10,53,Balanced,32.0,Little,56,Mixed,Organised,38,Normal,53,Normal,46,Normal,Organised,42,Medium,33,Contain,58,Normal,Cover
10243,FC Zürich,Switzerland Super League,2010-02-22,45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,50,Medium,55,Press,50,Normal,Offside Trap
10243,FC Zürich,Switzerland Super League,2011-02-22,48,Balanced,,Little,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover
10243,FC Zürich,Switzerland Super League,2012-02-22,62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10243,FC Zürich,Switzerland Super League,2013-09-20,62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10243,FC Zürich,Switzerland Super League,2014-09-19,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10243,FC Zürich,Switzerland Super League,2015-09-10,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
10235,Feyenoord,Netherlands Eredivisie,2010-02-22,30,Slow,,Little,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
10235,Feyenoord,Netherlands Eredivisie,2011-02-22,47,Balanced,,Little,53,Mixed,Free Form,43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover
10235,Feyenoord,Netherlands Eredivisie,2012-02-22,38,Balanced,,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover
10235,Feyenoord,Netherlands Eredivisie,2013-09-20,44,Balanced,,Little,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
10235,Feyenoord,Netherlands Eredivisie,2014-09-19,54,Balanced,40.0,Normal,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
10235,Feyenoord,Netherlands Eredivisie,2015-09-10,50,Balanced,33.0,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover
8535,Fiorentina,Italy Serie A,2010-02-22,67,Fast,,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap
8535,Fiorentina,Italy Serie A,2011-02-22,49,Balanced,,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap
8535,Fiorentina,Italy Serie A,2012-02-22,45,Balanced,,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
8535,Fiorentina,Italy Serie A,2013-09-20,53,Balanced,,Little,51,Mixed,Organised,64,Normal,51,Normal,53,Normal,Organised,47,Medium,47,Press,51,Normal,Cover
8535,Fiorentina,Italy Serie A,2014-09-19,34,Balanced,54.0,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,67,Wide,Cover
8535,Fiorentina,Italy Serie A,2015-09-10,34,Balanced,54.0,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,61,Normal,Cover
8194,Fortuna Düsseldorf,Germany 1. Bundesliga,2010-02-22,65,Balanced,,Little,35,Mixed,Organised,70,Risky,50,Normal,52,Normal,Free Form,45,Medium,70,Double,54,Normal,Cover
8194,Fortuna Düsseldorf,Germany 1. Bundesliga,2011-02-22,51,Balanced,,Little,38,Mixed,Organised,52,Normal,40,Normal,54,Normal,Organised,46,Medium,59,Press,34,Normal,Cover
8194,Fortuna Düsseldorf,Germany 1. Bundesliga,2012-02-22,67,Fast,,Little,47,Mixed,Organised,67,Risky,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover
8194,Fortuna Düsseldorf,Germany 1. Bundesliga,2013-09-20,41,Balanced,,Little,69,Long,Organised,55,Normal,68,Lots,52,Normal,Organised,24,Deep,48,Press,45,Normal,Cover
8194,Fortuna Düsseldorf,Germany 1. Bundesliga,2014-09-19,72,Fast,69.0,Lots,57,Mixed,Organised,55,Normal,49,Normal,37,Normal,Organised,47,Medium,48,Press,50,Normal,Cover
8194,Fortuna Düsseldorf,Germany 1. Bundesliga,2015-09-10,47,Balanced,62.0,Normal,47,Mixed,Organised,55,Normal,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover
8358,SC Freiburg,Germany 1. Bundesliga,2010-02-22,50,Balanced,,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover
8358,SC Freiburg,Germany 1. Bundesliga,2011-02-22,50,Balanced,,Little,47,Mixed,Organised,47,Normal,41,Normal,34,Normal,Organised,41,Medium,42,Press,50,Normal,Cover
8358,SC Freiburg,Germany 1. Bundesliga,2012-02-22,52,Balanced,,Little,61,Mixed,Organised,62,Normal,50,Normal,42,Normal,Organised,30,Deep,50,Press,39,Normal,Cover
8358,SC Freiburg,Germany 1. Bundesliga,2013-09-20,59,Balanced,,Little,38,Mixed,Organised,55,Normal,39,Normal,43,Normal,Free Form,53,Medium,62,Press,37,Normal,Cover
8358,SC Freiburg,Germany 1. Bundesliga,2014-09-19,39,Balanced,58.0,Normal,48,Mixed,Organised,55,Normal,33,Little,44,Normal,Free Form,59,Medium,60,Press,39,Normal,Cover
8358,SC Freiburg,Germany 1. Bundesliga,2015-09-10,59,Balanced,54.0,Normal,38,Mixed,Organised,55,Normal,44,Normal,45,Normal,Free Form,53,Medium,62,Press,29,Narrow,Cover
9891,Frosinone,Italy Serie A,2010-02-22,30,Slow,,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,65,Normal,Offside Trap
9891,Frosinone,Italy Serie A,2011-02-22,70,Fast,,Little,48,Mixed,Organised,46,Normal,45,Normal,65,Normal,Organised,61,Medium,67,Double,65,Normal,Offside Trap
9891,Frosinone,Italy Serie A,2015-09-10,63,Balanced,48.0,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover
9879,Fulham,England Premier League,2010-02-22,60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover
9879,Fulham,England Premier League,2011-02-22,50,Balanced,,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover
9879,Fulham,England Premier League,2012-02-22,48,Balanced,,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover
9879,Fulham,England Premier League,2013-09-20,52,Balanced,,Little,49,Mixed,Organised,49,Normal,56,Normal,59,Normal,Organised,39,Medium,39,Press,57,Normal,Cover
9879,Fulham,England Premier League,2014-09-19,52,Balanced,34.0,Normal,56,Mixed,Organised,58,Normal,41,Normal,54,Normal,Organised,29,Deep,28,Contain,39,Normal,Cover
9879,Fulham,England Premier League,2015-09-10,52,Balanced,34.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover
9987,KRC Genk,Belgium Jupiler League,2010-02-22,45,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,60,Normal,Organised,70,High,65,Press,70,Wide,Cover
9987,KRC Genk,Belgium Jupiler League,2011-02-22,66,Balanced,,Little,52,Mixed,Organised,65,Normal,66,Normal,51,Normal,Organised,48,Medium,47,Press,54,Normal,Offside Trap
9987,KRC Genk,Belgium Jupiler League,2012-02-22,53,Balanced,,Little,55,Mixed,Organised,55,Normal,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
9987,KRC Genk,Belgium Jupiler League,2013-09-20,58,Balanced,,Little,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
9987,KRC Genk,Belgium Jupiler League,2014-09-19,58,Balanced,52.0,Normal,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
9987,KRC Genk,Belgium Jupiler League,2015-09-10,58,Balanced,52.0,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover
10233,Genoa,Italy Serie A,2010-02-22,70,Fast,,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover
10233,Genoa,Italy Serie A,2011-02-22,65,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover
10233,Genoa,Italy Serie A,2012-02-22,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
10233,Genoa,Italy Serie A,2013-09-20,64,Balanced,,Little,38,Mixed,Organised,66,Normal,67,Lots,49,Normal,Organised,46,Medium,47,Press,53,Normal,Offside Trap
