match_api_id,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
840056,1.83,3.5,4.5,1.8,3.4,4.3,1.9,3.3,3.7,1.83,3.4,4.5,,,,1.85,3.4,4.4,1.85,3.5,4.5,1.91,3.5,4.75,1.9,3.3,4.0,1.83,3.4,4.2
840057,1.4,4.5,8.5,1.4,4.25,7.5,1.45,3.9,6.5,1.4,4.5,8.0,,,,1.44,4.33,7.0,1.44,4.5,8.0,1.44,4.5,8.5,1.45,4.0,7.5,1.4,4.2,8.0
840058,2.0,3.4,3.8,1.95,3.35,3.7,2.0,3.3,3.3,1.91,3.5,3.75,,,,2.0,3.4,3.75,2.0,3.4,4.0,2.05,3.4,4.0,2.0,3.25,3.75,2.05,3.25,3.6
840059,1.29,5.5,10.0,1.25,5.5,10.0,1.35,4.5,7.3,1.29,5.5,10.0,,,,1.3,5.0,11.0,1.3,5.5,11.0,1.3,6.0,11.0,1.3,5.0,9.5,1.25,5.5,11.0
840060,5.5,3.6,1.67,5.25,3.5,1.65,4.4,3.5,1.7,5.5,3.5,1.67,,,,5.0,3.75,1.67,5.5,3.6,1.7,5.5,4.0,1.7,5.25,3.6,1.65,5.0,3.6,1.67
840061,6.0,4.2,1.53,6.0,4.25,1.47,5.4,3.7,1.55,6.5,3.75,1.53,,,,6.0,4.0,1.53,6.0,4.1,1.57,6.5,4.33,1.57,6.0,3.85,1.53,6.5,4.0,1.5
840062,2.63,3.2,2.75,2.6,3.1,2.65,2.55,3.1,2.55,2.62,3.3,2.62,,,,2.7,3.1,2.75,2.63,3.25,2.8,2.88,3.25,2.62,2.6,3.25,2.6,2.62,3.2,2.62
840063,2.5,3.2,2.9,2.4,3.25,2.8,2.2,3.2,3.0,2.5,3.3,2.8,,,,2.5,3.25,2.88,2.5,3.2,3.0,2.4,3.3,3.1,2.4,3.2,2.9,2.5,3.25,2.75
840064,1.25,5.5,13.0,1.22,5.75,11.0,1.3,4.8,8.5,1.25,5.5,12.0,,,,1.25,5.0,15.0,1.25,6.0,13.0,1.25,6.0,15.0,1.25,5.25,12.0,1.25,5.0,13.0
840065,1.25,5.75,12.0,1.22,5.5,12.0,1.25,5.0,10.0,1.25,5.5,12.0,,,,1.29,5.5,10.0,1.25,5.5,12.0,1.3,5.5,13.0,1.25,5.5,11.0,1.29,5.0,10.0
840066,1.91,3.6,4.0,1.95,3.45,3.6,2.0,3.3,3.3,1.91,3.4,4.0,,,,1.91,3.6,3.8,2.0,3.5,3.6,1.95,3.75,4.0,1.95,3.4,3.75,2.0,3.25,3.75
840067,8.0,4.2,1.44,7.5,4.25,1.4,6.5,3.9,1.45,5.5,3.6,1.5,,,,8.5,4.33,1.4,7.0,4.33,1.44,8.5,4.4,1.44,7.5,4.33,1.4,6.5,4.33,1.44
840068,1.73,3.6,5.0,1.65,3.6,5.0,1.75,3.4,4.3,1.62,3.5,4.5,,,,1.7,3.6,5.0,1.67,3.5,5.5,1.73,3.6,5.5,1.7,3.5,5.0,1.67,3.5,5.4
840069,2.3,3.25,3.25,2.2,3.2,3.2,2.2,3.2,3.0,2.2,3.3,3.3,,,,2.38,3.2,3.0,2.25,3.25,3.2,2.38,3.3,3.25,2.25,3.2,3.1,2.3,3.25,3.0
840070,2.2,3.25,3.4,2.15,3.25,3.25,2.1,3.3,3.1,2.0,3.5,3.0,,,,2.1,3.3,3.5,2.2,3.3,3.25,2.15,3.3,3.75,2.1,3.25,3.4,2.2,3.25,3.2
840071,2.63,3.25,2.75,2.65,3.2,2.55,2.55,3.2,2.55,2.7,3.25,2.62,,,,2.62,3.25,2.62,2.8,3.25,2.5,2.75,3.3,2.75,2.6,3.25,2.6,2.75,3.25,2.5
840072,1.83,3.6,4.33,1.88,3.5,3.75,1.9,3.3,3.7,1.73,3.4,4.0,,,,1.91,3.5,4.0,1.91,3.4,4.0,1.85,3.6,4.6,1.9,3.3,4.0,1.91,3.4,3.8
840073,3.4,3.25,2.2,3.25,3.25,2.15,3.0,3.2,2.2,2.75,3.25,2.2,,,,3.4,3.3,2.15,3.2,3.25,2.25,3.75,3.3,2.15,3.4,3.25,2.1,3.1,3.25,2.25
840074,2.2,3.25,3.4,2.1,3.25,3.35,2.0,3.3,3.3,2.1,3.3,3.5,,,,2.2,3.2,3.4,2.1,3.25,3.6,2.2,3.3,3.6,2.1,3.25,3.4,2.2,3.2,3.25
840075,2.2,3.2,3.5,2.2,3.3,3.4,2.1,3.2,3.2,2.25,3.25,3.25,,,,2.15,3.25,3.5,2.2,3.2,3.4,2.3,3.3,3.5,2.2,3.25,3.2,2.25,3.2,3.25
840076,2.2,3.25,3.4,2.15,3.3,3.5,2.2,3.2,3.0,2.2,3.3,3.3,,,,2.15,3.25,3.5,2.1,3.25,3.6,2.15,3.3,3.8,2.1,3.25,3.4,2.1,3.2,3.5
840077,2.88,3.3,2.5,2.9,3.4,2.45,3.0,3.2,2.2,3.0,3.25,2.38,,,,2.8,3.3,2.5,2.9,3.3,2.4,2.88,3.3,2.6,2.8,3.25,2.4,2.88,3.25,2.38
840078,6.0,4.0,1.57,6.0,4.0,1.5,5.0,3.6,1.6,6.0,3.75,1.57,,,,5.5,4.0,1.57,6.0,3.8,1.57,6.5,4.2,1.57,6.5,3.6,1.55,6.0,3.75,1.57
840079,1.33,5.0,10.0,1.25,5.0,12.0,1.27,5.0,9.0,1.3,5.0,11.0,,,,1.35,4.8,9.0,1.3,5.0,11.0,1.33,5.0,12.0,1.3,5.0,9.5,1.29,5.0,10.0
840080,2.4,3.2,3.1,2.35,3.1,3.0,2.5,3.2,2.6,2.5,3.3,2.8,,,,2.5,3.2,2.88,2.38,3.25,3.0,2.5,3.25,3.2,2.4,3.25,2.8,2.38,3.25,2.88
840081,1.8,3.6,4.5,1.7,3.8,4.4,1.85,3.4,3.8,1.73,3.75,4.5,,,,1.73,3.8,4.33,1.75,3.75,4.5,1.8,3.8,4.6,1.75,3.75,4.25,1.8,3.5,4.33
840082,2.1,3.25,3.75,2.15,3.25,3.25,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.15,3.25,3.5,2.2,3.25,3.3,2.1,3.3,4.0,2.15,3.25,3.3,2.15,3.2,3.4
840083,2.5,3.25,2.88,2.45,3.05,2.9,2.4,3.2,2.7,2.5,3.3,2.8,,,,2.5,3.2,2.88,2.38,3.25,3.0,2.62,3.25,2.88,2.4,3.25,2.8,2.5,3.2,2.75
840084,1.29,5.5,11.0,1.25,5.0,12.0,1.3,4.8,8.5,1.29,5.5,10.0,,,,1.29,5.5,10.0,1.25,5.5,12.0,1.29,6.0,13.0,1.28,5.0,10.0,1.25,5.5,11.0
840085,1.2,6.5,15.0,1.2,6.0,12.5,1.23,5.3,11.0,1.2,6.0,15.0,,,,1.22,5.5,15.0,1.22,6.0,12.0,1.2,7.0,17.0,1.2,6.0,13.0,1.2,6.0,15.0
840086,1.2,6.5,15.0,1.2,5.65,14.0,1.23,5.3,11.0,1.2,6.0,15.0,,,,1.22,6.0,13.0,1.25,5.5,12.0,1.2,7.5,17.0,1.2,6.0,13.0,1.2,6.0,15.0
840087,3.5,3.4,2.1,3.55,3.35,2.0,3.3,3.3,2.0,3.75,3.4,2.0,,,,3.4,3.3,2.15,3.4,3.4,2.1,3.75,3.4,2.15,3.6,3.3,2.0,3.6,3.2,2.1
840088,1.5,4.0,7.5,1.45,4.0,7.0,1.6,3.6,5.0,1.53,3.75,6.5,,,,1.53,3.8,6.5,1.53,4.0,6.0,1.5,4.33,7.5,1.5,3.75,7.0,1.5,3.75,7.5
840089,3.5,3.4,2.1,3.5,3.35,2.0,2.9,3.3,2.2,3.2,3.3,2.25,,,,3.4,3.4,2.1,3.0,3.4,2.3,3.6,3.4,2.15,3.1,3.3,2.2,3.2,3.4,2.2
840090,3.4,3.2,2.25,3.15,3.25,2.2,3.1,3.3,2.1,3.25,3.25,2.25,,,,3.2,3.0,2.38,3.4,3.2,2.2,3.4,3.3,2.3,3.1,3.2,2.25,3.1,3.2,2.3
840091,2.25,3.3,3.25,2.2,3.2,3.2,2.0,3.3,3.3,2.2,3.3,3.3,,,,2.3,3.2,3.2,2.2,3.25,3.3,2.25,3.4,3.4,2.25,3.2,3.1,2.2,3.25,3.25
840092,2.2,3.2,3.5,2.2,3.2,3.2,2.25,3.2,2.9,2.25,3.25,3.25,,,,2.25,3.1,3.4,2.25,3.25,3.2,2.2,3.2,3.75,2.2,3.0,3.5,2.2,3.2,3.4
840093,6.0,3.75,1.62,5.5,3.6,1.6,5.0,3.6,1.6,5.5,3.5,1.67,,,,6.0,3.4,1.67,5.5,3.5,1.67,5.5,3.6,1.62,5.5,3.75,1.6,5.5,3.6,1.62
840094,2.5,3.25,2.88,2.4,3.25,2.8,2.5,3.3,2.5,2.6,3.4,2.6,,,,2.5,3.2,2.8,2.5,3.3,2.75,2.5,3.4,3.0,2.4,3.3,2.8,2.4,3.25,2.9
840095,1.33,5.0,9.5,1.3,5.0,9.0,1.3,4.8,8.5,1.33,5.0,9.0,,,,1.33,5.0,8.5,1.33,5.5,9.0,1.33,5.5,10.0,1.3,5.0,9.0,1.3,5.0,9.0
840096,1.4,4.5,8.5,1.4,4.25,7.75,1.45,3.9,6.5,1.44,4.33,7.0,,,,1.5,4.0,7.0,1.44,4.33,8.0,1.44,4.4,8.5,1.44,4.0,7.5,1.44,4.2,7.0
840097,5.5,3.6,1.67,5.25,3.8,1.6,4.4,3.5,1.7,5.5,3.5,1.67,,,,5.5,3.6,1.67,5.5,3.75,1.67,6.0,3.8,1.67,5.25,3.6,1.65,5.0,3.6,1.67
840098,4.5,3.5,1.83,4.2,3.4,1.83,4.0,3.4,1.8,4.0,3.4,1.91,,,,4.33,3.5,1.85,4.5,3.6,1.83,4.6,3.6,1.85,4.25,3.3,1.85,4.2,3.4,1.83
840099,1.83,3.5,4.5,1.85,3.4,4.1,1.8,3.4,4.0,1.8,3.5,4.5,,,,1.83,3.6,4.2,1.83,3.6,4.5,1.85,3.5,4.75,1.8,3.4,4.33,1.83,3.4,4.2
840100,1.73,3.6,5.0,1.7,3.5,4.75,1.8,3.4,4.0,1.73,3.5,5.0,,,,1.75,3.75,4.5,1.73,3.75,5.0,1.75,3.6,5.5,1.72,3.5,4.75,1.73,3.5,4.75
840101,2.38,3.3,3.0,2.3,3.3,2.9,2.3,3.2,2.8,2.38,3.25,3.0,,,,2.38,3.4,2.88,2.38,3.3,3.1,2.38,3.4,3.12,2.3,3.25,3.0,2.3,3.25,3.0
840102,1.62,3.75,6.0,1.55,3.75,6.0,1.55,3.7,5.4,1.57,3.75,6.0,,,,1.6,3.75,6.0,1.62,3.8,6.0,1.67,3.8,6.0,1.6,3.6,5.75,1.57,3.75,5.5
840103,3.25,3.4,2.2,3.1,3.2,2.25,2.8,3.2,2.3,3.1,3.3,2.3,,,,3.1,3.3,2.3,3.25,3.3,2.3,3.3,3.4,2.3,3.1,3.25,2.25,3.0,3.25,2.3
840104,2.1,3.3,3.6,2.0,3.1,3.85,2.1,3.3,3.1,2.0,3.4,3.75,,,,2.1,3.25,3.6,2.1,3.3,3.75,2.05,3.3,4.0,2.0,3.25,3.75,2.1,3.25,3.4
840105,1.57,4.0,6.0,1.55,3.75,6.0,1.5,3.8,5.7,1.53,3.75,6.5,,,,1.62,3.6,6.0,1.53,4.0,6.5,1.62,4.0,6.5,1.55,3.75,6.0,1.53,4.0,6.0
840106,2.0,3.5,3.75,2.0,3.3,3.6,2.0,3.2,3.4,2.1,3.3,3.5,,,,2.1,3.2,3.6,2.1,3.3,3.5,2.05,3.5,3.8,2.0,3.2,3.75,2.05,3.2,3.75
840107,1.91,3.4,4.2,1.95,3.3,3.75,1.95,3.2,3.6,1.91,3.4,4.0,,,,2.0,3.2,4.0,1.91,3.5,4.0,1.95,3.5,4.2,1.9,3.3,4.0,1.91,3.4,4.0
840108,1.44,4.5,7.0,1.45,4.0,7.0,1.55,3.7,5.4,1.5,4.2,6.5,,,,1.5,4.0,6.5,1.44,4.2,8.0,1.44,4.75,8.0,1.45,4.2,6.5,1.5,4.0,6.5
840109,5.0,4.0,1.67,5.25,3.75,1.6,4.4,3.5,1.7,5.0,3.75,1.67,,,,5.5,3.5,1.67,5.0,3.75,1.67,5.5,4.0,1.67,5.0,3.75,1.65,5.4,3.8,1.62
840110,1.4,4.5,8.5,1.36,4.5,8.0,1.37,4.4,7.3,1.4,4.5,8.0,,,,1.44,4.0,8.0,1.44,4.2,7.5,1.44,4.6,8.5,1.4,4.5,7.0,1.4,4.33,8.0
840111,8.5,4.5,1.4,8.0,4.1,1.4,7.3,4.4,1.37,8.0,4.5,1.4,,,,8.0,4.0,1.44,7.5,4.33,1.44,8.5,4.6,1.44,7.5,4.33,1.4,8.0,4.33,1.4
840112,2.1,3.2,3.75,2.0,3.3,3.6,2.1,3.2,3.2,2.2,3.3,3.3,,,,2.2,3.1,3.5,2.2,3.25,3.4,2.15,3.3,3.8,2.0,3.2,3.75,2.1,3.2,3.5
840113,2.5,3.25,2.9,2.5,3.15,2.75,2.4,3.2,2.7,2.5,3.3,2.8,,,,2.62,3.0,2.9,2.6,3.25,2.75,2.5,3.3,3.0,2.5,3.2,2.75,2.5,3.2,2.8
840114,1.62,4.0,5.5,1.62,3.65,5.25,1.6,3.6,5.0,1.62,3.75,5.5,,,,1.62,3.6,6.0,1.62,4.2,5.0,1.62,4.0,6.0,1.6,3.75,5.5,1.62,3.75,5.5
840115,1.73,3.6,5.0,1.75,3.5,4.4,1.8,3.4,4.0,1.8,3.5,4.5,,,,1.73,3.75,4.5,1.8,3.75,4.5,1.75,3.8,4.75,1.75,3.6,4.33,1.8,3.25,5.0
840116,1.22,6.0,15.0,1.22,5.5,12.0,1.25,5.0,10.0,1.22,6.0,13.0,,,,1.25,6.0,10.0,1.22,6.0,12.0,1.25,6.5,15.0,1.22,5.75,12.0,1.22,6.0,13.0
840117,1.36,4.75,9.0,1.35,4.35,9.0,1.35,4.5,7.3,1.33,4.6,10.0,,,,1.36,4.5,9.0,1.36,4.5,9.0,1.36,5.0,10.0,1.35,4.5,9.0,1.36,4.5,9.0
840118,2.75,3.25,2.6,2.75,3.2,2.45,2.55,3.1,2.55,2.8,3.3,2.5,,,,2.8,3.3,2.5,2.63,3.3,2.63,2.75,3.3,2.75,2.75,3.2,2.5,2.75,3.2,2.6
840119,2.1,3.4,3.5,2.1,3.15,3.45,2.1,3.3,3.1,2.1,3.4,3.4,,,,2.05,3.4,3.5,2.1,3.25,3.6,2.15,3.4,3.6,2.1,3.25,3.4,2.1,3.2,3.6
840120,5.0,3.6,1.73,4.75,3.5,1.7,4.4,3.5,1.7,4.5,3.5,1.8,,,,4.5,3.5,1.8,4.75,3.6,1.73,5.0,3.6,1.8,4.75,3.4,1.75,4.75,3.5,1.73
840121,2.5,3.2,2.9,2.45,3.1,2.85,2.2,3.2,3.0,2.38,3.25,3.0,,,,2.5,3.2,2.88,2.5,3.2,2.88,2.5,3.25,3.0,2.4,3.2,2.9,2.5,3.2,2.88
840122,2.75,3.25,2.6,2.6,3.2,2.6,2.5,3.2,2.55,2.62,3.3,2.62,,,,2.7,3.2,2.6,2.75,3.2,2.63,2.75,3.3,2.75,2.7,3.25,2.5,2.62,3.2,2.7
840123,1.91,3.6,4.0,1.9,3.4,3.8,2.0,3.3,3.3,2.0,3.4,3.75,,,,1.95,3.5,3.75,2.0,3.5,3.6,1.95,3.75,4.0,1.95,3.5,3.6,1.95,3.4,3.9
840124,3.25,3.4,2.2,3.2,3.4,2.1,3.0,3.2,2.2,3.1,3.5,2.2,,,,3.1,3.5,2.2,3.2,3.4,2.2,3.3,3.6,2.2,3.1,3.3,2.2,3.2,3.25,2.25
840125,2.88,3.4,2.4,2.8,3.25,2.4,2.5,3.3,2.5,2.62,3.4,2.6,,,,2.8,3.3,2.5,2.63,3.5,2.5,2.88,3.4,2.6,2.75,3.4,2.4,2.6,3.4,2.6
840126,3.4,3.3,2.2,3.4,3.1,2.15,3.3,3.3,2.0,3.5,3.3,2.1,,,,3.4,3.1,2.25,3.6,3.4,2.1,3.6,3.4,2.2,3.5,3.2,2.1,3.6,3.25,2.05
840127,1.73,3.6,5.0,1.7,3.4,5.0,1.85,3.4,3.8,1.8,3.5,4.5,,,,1.8,3.5,4.5,1.8,3.75,4.5,1.75,3.75,5.0,1.75,3.5,4.5,1.8,3.4,4.5
840128,1.73,3.6,5.0,1.7,3.4,5.0,1.8,3.4,4.0,1.73,3.5,5.0,,,,1.8,3.25,5.0,1.73,3.75,5.0,1.73,3.8,5.0,1.73,3.3,5.0,1.75,3.25,5.0
840129,2.1,3.25,3.75,2.1,3.25,3.4,2.0,3.3,3.3,2.1,3.3,3.5,,,,2.15,3.1,3.6,2.15,3.3,3.6,2.1,3.4,3.8,2.1,3.25,3.4,2.1,3.25,3.4
840130,1.5,4.0,7.5,1.5,3.75,6.75,1.5,3.8,5.7,1.44,4.2,7.5,,,,1.57,3.6,6.5,1.53,4.0,7.0,1.53,4.0,8.0,1.5,3.75,7.0,1.5,4.0,6.5
840131,1.83,3.6,4.33,1.75,3.75,4.1,1.95,3.4,3.5,1.8,3.6,4.33,,,,1.91,3.3,4.2,1.83,3.75,4.33,1.83,3.8,4.5,1.85,3.3,4.33,1.83,3.4,4.33
840132,1.91,3.4,4.2,1.95,3.25,3.8,1.8,3.4,4.0,1.8,3.3,3.75,,,,2.0,3.2,4.0,1.91,3.5,4.2,1.95,3.5,4.33,1.95,3.4,3.75,1.83,3.4,4.33
840133,6.5,4.0,1.53,5.75,3.8,1.55,7.2,4.3,1.37,7.0,4.0,1.5,,,,6.0,3.6,1.6,7.0,4.0,1.53,7.0,4.0,1.57,6.0,3.75,1.55,6.5,3.75,1.53
840134,1.2,6.5,15.0,1.2,5.5,15.0,1.22,5.3,11.0,1.22,6.0,12.0,,,,1.22,6.0,13.0,1.22,6.0,15.0,1.22,6.5,17.0,1.22,5.5,14.0,1.22,5.5,15.0
840135,1.44,4.33,7.5,1.5,4.1,7.25,1.37,4.3,7.2,1.4,4.5,8.0,,,,1.5,4.2,6.5,1.44,4.33,8.5,1.44,4.4,8.5,1.44,4.25,7.0,1.44,4.0,7.5
840136,2.8,3.2,2.6,2.85,3.25,2.55,2.8,3.2,2.3,2.88,3.2,2.5,,,,2.88,3.2,2.5,2.88,3.25,2.6,2.88,3.3,2.6,2.75,3.2,2.5,2.88,3.25,2.4
840137,2.25,3.3,3.25,2.2,3.2,3.2,2.0,3.3,3.3,2.2,3.3,3.3,,,,2.25,3.2,3.3,2.25,3.25,3.4,2.25,3.3,3.5,2.2,3.25,3.2,2.25,3.25,3.2
840138,2.6,3.2,2.8,2.6,3.2,2.6,2.3,3.3,2.75,2.6,3.2,2.75,,,,2.6,3.2,2.75,2.63,3.4,2.7,2.62,3.4,2.75,2.6,3.25,2.6,2.62,3.2,2.7
840139,1.36,4.75,9.0,1.3,4.75,9.75,1.4,4.1,7.0,1.36,4.5,9.0,,,,1.4,4.5,8.0,1.36,5.0,9.0,1.36,5.0,10.0,1.35,4.5,9.0,1.36,4.5,9.0
840140,3.0,3.3,2.38,3.0,3.3,2.4,2.8,3.2,2.3,3.1,3.3,2.3,,,,2.9,3.25,2.45,3.0,3.2,2.5,3.1,3.3,2.5,2.8,3.25,2.4,3.0,3.25,2.38
840141,1.73,3.6,5.0,1.7,3.4,5.0,1.8,3.4,4.0,1.73,3.5,5.0,,,,1.67,3.6,5.5,1.73,3.5,5.5,1.73,3.75,5.5,1.7,3.5,5.0,1.73,3.5,5.0
840142,2.38,3.2,3.1,2.3,3.2,3.3,2.0,3.2,3.4,2.2,3.3,3.3,,,,2.4,3.1,3.1,2.25,3.25,3.4,2.38,3.25,3.3,2.3,3.2,3.0,2.2,3.2,3.4
840143,2.25,3.4,3.2,2.25,3.2,3.1,2.2,3.2,3.0,2.3,3.25,3.1,,,,2.25,3.3,3.2,2.3,3.3,3.25,2.25,3.4,3.4,2.25,3.25,3.1,2.25,3.25,3.2
840144,10.0,5.5,1.3,8.0,5.25,1.3,7.3,4.5,1.35,9.0,5.0,1.33,,,,9.0,5.5,1.3,11.0,5.5,1.3,11.0,6.0,1.3,9.0,5.0,1.3,9.0,5.0,1.33
839834,1.14,8.0,19.0,1.12,7.5,18.5,1.17,5.8,13.0,1.17,7.0,15.0,,,,1.12,8.0,21.0,1.14,7.5,17.0,1.14,7.5,23.0,1.15,7.0,15.0,1.14,7.0,19.0
839835,1.22,6.0,15.0,1.22,5.5,12.5,1.2,5.5,12.0,1.22,6.0,13.0,,,,1.2,6.0,15.0,1.22,6.0,13.0,1.25,5.5,15.0,1.2,6.0,13.0,1.2,6.0,15.0
839836,4.5,3.5,1.83,4.25,3.6,1.75,3.7,3.3,1.9,4.0,3.4,1.91,,,,4.2,3.5,1.83,4.0,3.4,1.91,4.4,3.5,1.83,4.25,3.5,1.8,4.33,3.4,1.83
839837,1.25,5.75,13.0,1.22,5.75,11.5,1.25,5.0,10.0,1.22,6.0,13.0,,,,1.25,5.5,12.0,1.25,6.0,10.0,1.25,6.0,13.0,1.25,5.5,11.0,1.25,5.5,12.0
839838,2.5,3.25,2.88,2.45,3.2,2.8,2.4,3.2,2.7,2.38,3.25,3.0,,,,2.5,3.2,2.88,2.6,3.25,2.8,2.6,3.25,2.75,2.4,3.25,2.85,2.5,3.25,2.75
839839,2.4,3.2,3.1,2.35,3.25,2.85,2.4,3.2,2.7,2.38,3.25,3.0,,,,2.4,3.2,3.0,2.5,3.2,2.88,2.5,3.2,3.0,2.4,3.25,2.85,2.38,3.25,2.88
839840,6.0,4.0,1.57,6.0,3.75,1.55,5.0,3.6,1.6,6.0,3.75,1.57,,,,6.0,3.8,1.57,5.5,3.75,1.62,5.5,3.8,1.67,5.75,3.75,1.57,6.0,3.75,1.57
839841,2.1,3.3,3.6,2.05,3.3,3.45,2.2,3.2,3.0,2.1,3.4,3.4,,,,2.1,3.2,3.6,2.2,3.4,3.2,2.15,3.3,3.5,2.1,3.25,3.4,2.05,3.25,3.6
839842,3.2,3.25,2.3,2.95,3.3,2.3,2.7,3.2,2.4,3.1,3.25,2.3,,,,3.2,3.2,2.3,3.1,3.4,2.25,3.12,3.3,2.3,3.2,3.25,2.2,3.0,3.25,2.3
839843,1.11,9.0,23.0,1.1,8.25,20.0,1.12,7.0,14.0,1.11,8.0,23.0,,,,1.1,9.5,21.0,1.11,9.0,19.0,1.11,8.5,29.0,1.12,7.5,19.0,1.11,8.0,23.0
840145,1.36,4.75,9.0,1.38,4.4,7.75,1.35,4.5,7.3,1.33,5.0,9.0,,,,1.4,4.6,7.5,1.4,4.5,9.0,1.4,4.75,9.0,1.4,4.25,8.0,1.4,4.0,9.0
840146,2.63,3.2,2.75,2.6,3.1,2.65,2.7,3.2,2.4,2.62,3.3,2.62,,,,2.62,3.1,2.8,2.7,3.2,2.75,2.62,3.25,2.88,2.6,3.25,2.6,2.62,3.25,2.62
840147,1.57,4.0,6.0,1.55,3.8,5.75,1.6,3.6,5.0,1.57,3.75,6.0,,,,1.57,4.0,5.5,1.57,4.2,6.0,1.62,4.2,6.0,1.55,3.75,6.0,1.57,3.75,6.0
840148,1.83,3.5,4.5,1.75,3.4,4.65,1.85,3.4,3.8,1.8,3.5,4.5,,,,1.91,3.5,4.0,1.83,3.6,4.5,1.91,3.5,4.4,1.75,3.5,4.5,1.83,3.4,4.33
840149,2.0,3.25,4.0,1.95,3.25,3.8,1.8,3.4,4.0,1.91,3.4,4.0,,,,2.05,3.25,3.8,1.95,3.4,4.2,2.05,3.3,4.0,1.95,3.3,3.8,2.0,3.2,3.8
840150,1.8,3.6,4.5,1.75,3.5,4.5,1.85,3.4,3.8,1.8,3.5,4.5,,,,1.83,3.8,4.0,1.83,3.6,4.5,1.83,3.8,4.4,1.75,3.5,4.5,1.8,3.4,4.5
840151,5.0,3.6,1.73,4.75,3.5,1.7,4.5,3.5,1.67,4.5,3.75,1.73,,,,4.2,3.75,1.8,5.0,3.5,1.8,5.0,3.75,1.8,4.75,3.6,1.7,4.75,3.5,1.73
840152,2.2,3.25,3.4,2.2,3.25,3.1,2.1,3.15,3.25,2.2,3.3,3.3,,,,2.25,3.2,3.3,2.3,3.25,3.3,2.2,3.25,3.6,2.25,3.25,3.1,2.25,3.25,3.1
840153,2.1,3.3,3.6,2.1,3.2,3.4,2.25,3.2,2.9,2.1,3.3,3.5,,,,2.1,3.25,3.6,2.2,3.3,3.5,2.15,3.3,3.8,2.1,3.25,3.4,2.1,3.25,3.4
840154,1.62,3.75,6.0,1.6,3.7,5.5,1.7,3.5,4.4,1.67,3.5,5.5,,,,1.62,3.6,6.0,1.67,3.8,5.5,1.67,3.8,6.0,1.65,3.5,5.5,1.67,3.5,5.4
840155,1.25,6.0,11.0,1.25,5.5,10.0,1.25,5.0,10.0,1.25,5.5,12.0,,,,1.25,5.5,12.0,1.29,5.5,10.0,1.22,6.5,15.0,1.25,5.75,10.0,1.25,5.5,11.0
840156,4.5,3.6,1.8,4.6,3.6,1.7,3.8,3.4,1.85,4.5,3.5,1.8,,,,4.2,3.6,1.83,4.5,3.5,1.8,4.75,3.75,1.8,4.33,3.4,1.8,4.5,3.4,1.8
840157,1.83,3.6,4.33,1.8,3.4,4.3,1.85,3.4,3.8,1.91,3.4,4.0,,,,1.83,3.6,4.2,1.83,3.5,4.33,1.85,3.6,4.6,1.85,3.5,4.0,1.83,3.4,4.33
840158,1.95,3.4,4.0,1.9,3.25,4.0,2.0,3.3,3.3,1.91,3.4,4.0,,,,1.95,3.5,3.8,1.91,3.4,4.0,2.0,3.5,4.2,1.95,3.3,3.75,1.91,3.4,3.8
840159,1.5,4.0,7.0,1.45,3.85,7.5,1.4,3.9,7.5,1.5,4.0,7.0,,,,1.53,4.0,6.0,1.53,3.8,7.0,1.53,4.0,7.5,1.5,3.75,7.0,1.44,4.0,7.5
840160,1.53,4.2,6.0,1.5,3.8,6.5,1.55,3.7,5.4,1.57,4.0,5.5,,,,1.57,3.75,6.0,1.53,4.33,5.5,1.57,4.4,6.0,1.55,3.75,6.0,1.57,3.75,6.0
840161,2.5,3.25,2.88,2.4,3.2,2.85,2.2,3.3,2.9,2.5,3.3,2.8,,,,2.6,3.25,2.7,2.5,3.25,2.8,2.6,3.25,3.0,2.4,3.2,2.9,2.5,3.25,2.75
840162,3.0,3.3,2.38,3.1,3.2,2.25,2.9,3.3,2.2,3.1,3.25,2.3,,,,3.0,3.2,2.4,3.0,3.25,2.38,3.12,3.3,2.4,3.0,3.25,2.3,2.9,3.25,2.38
840163,5.5,3.6,1.67,5.25,3.75,1.6,5.0,3.6,1.6,5.5,3.5,1.67,,,,5.5,3.3,1.73,5.5,3.75,1.62,5.5,3.75,1.73,5.5,3.5,1.65,4.75,3.6,1.7
840164,3.0,3.25,2.4,3.05,3.25,2.25,2.75,3.3,2.3,3.0,3.25,2.38,,,,2.9,3.3,2.38,3.25,3.25,2.25,3.2,3.3,2.38,3.1,3.25,2.25,2.88,3.25,2.38
840165,1.44,4.33,7.5,1.45,4.0,7.0,1.4,4.1,7.0,1.44,4.33,7.0,,,,1.5,3.75,7.5,1.4,4.33,8.5,1.44,4.4,8.5,1.45,4.0,7.5,1.44,4.0,8.0
840166,2.6,3.2,2.8,2.35,3.2,2.9,2.3,3.2,2.8,2.4,3.3,2.9,,,,2.5,3.2,2.88,2.5,3.2,2.88,2.6,3.3,2.88,2.5,3.2,2.75,2.5,3.2,2.88
